,village,layout,price,area,year,orientation,floor,trim,elevator,LATB,LNGB,spebuding_num
832,凤岭名园,1室 0厅 1卫,15586 元/m²,40.4平方米,2015年,南,中层(共30层),精装修,有,22.832666,108.42608500000001,4
833,霖峰一号,3室 2厅 2卫,15869 元/m²,88.2平方米,2015年,南,中层(共32层),精装修,有,22.836603,108.40915,2
834,公安局建政生活区,2室 1厅 1卫,17857 元/m²,56平方米,2000年,东南,中层(共6层),简单装修,无,22.832918,108.34996899999999,4
835,广西日报社宿舍,3室 2厅 2卫,17500 元/m²,120平方米,2019年,南,低层(共33层),毛坯,有,22.827861,108.33927800000001,3
836,华星时代广场,3室 2厅 1卫,14804 元/m²,118.2平方米,2007年,南北,高层(共9层),精装修,有,22.813479,108.33563999999998,4
837,凤岭山语城,3室 2厅 2卫,18031 元/m²,149.7平方米,2012年,南北,中层(共6层),精装修,有,22.826704,108.420771,3
838,大唐臻观,4室 2厅 2卫,18051 元/m²,148.5平方米,2017年,南,中层(共28层),精装修,有,22.805066,108.42282800000001,2
839,联盟新城,3室 2厅 2卫,20944 元/m²,75.4平方米,2017年,南北,低层(共30层),精装修,有,22.808013,108.39918,3
840,万科城(南区),3室 2厅 2卫,13059 元/m²,89.6平方米,2016年,南北,中层(共30层),精装修,有,22.846691,108.387662,0
841,荣和千千树,3室 2厅 2卫,13512 元/m²,87.3平方米,2016年,南北,中层(共32层),精装修,有,22.838343,108.40248799999999,0
842,南宁生活小区,3室 2厅 2卫,21759 元/m²,108平方米,2001年,南,高层(共7层),简单装修,无,22.823368,108.38019399999999,12
843,荣和中央公园,2室 2厅 1卫,19271 元/m²,67.5平方米,2009年,南,中层(共33层),精装修,有,22.824801,108.344122,4
844,霖峰一号,3室 2厅 2卫,16436 元/m²,88.2平方米,2016年,南,中层(共32层),精装修,有,22.836603,108.40915,2
845,美泉1612,2室 2厅 1卫,22222 元/m²,45平方米,2014年,南北,中层(共31层),精装修,有,22.832010999999998,108.42238799999998,4
846,霖峰一号,3室 2厅 2卫,14607 元/m²,89平方米,2017年,南,低层(共32层),精装修,有,22.836603,108.40915,2
847,中铁凤岭国际城,3室 2厅 2卫,11599 元/m²,99.2平方米,2018年,东南,低层(共32层),精装修,有,22.798538,108.454328,0
848,凤岭名筑,2室 2厅 2卫,10714 元/m²,70平方米,2018年,南北,低层(共20层),精装修,有,22.838341,108.40736100000001,1
849,竹溪新兴苑北区,3室 2厅 1卫,9857 元/m²,96.4平方米,1998年,南,高层(共7层),精装修,无,22.798392,108.363845,1
850,保利领秀前城,3室 2厅 2卫,13708 元/m²,89平方米,2014年,南北,低层(共30层),精装修,有,22.800504,108.429898,0
851,天池山,3室 2厅 2卫,8689 元/m²,110.5平方米,2011年,南北,中层(共11层),精装修,有,22.816853,108.466943,0
852,霖峰一号,3室 2厅 2卫,16852 元/m²,89平方米,2015年,南,低层(共45层),毛坯,有,22.836603,108.40915,2
853,中铁凤岭国际城,4室 2厅 2卫,11084 元/m²,118.2平方米,2018年,南,中层(共23层),精装修,有,22.798538,108.454328,0
854,外滩新城,2室 2厅 1卫,13296 元/m²,82.7平方米,2006年,西北,高层(共31层),精装修,有,22.814545000000003,108.330882,5
855,梦之岛花园,4室 2厅 2卫,11879 元/m²,122.9平方米,2013年,南北,低层(共16层),精装修,有,22.810041000000002,108.42733899999999,3
856,彰泰凤岭江湾,3室 2厅 2卫,11955 元/m²,90.3平方米,2017年,南北,中层(共29层),精装修,有,22.797567,108.45443,0
857,盛天茗城,3室 2厅 2卫,17424 元/m²,86.7平方米,2017年,南北,中层(共30层),精装修,有,22.810623,108.39998700000001,4
858,荣和公园悦府,4室 2厅 2卫,19056 元/m²,141.7平方米,2016年,南,低层(共33层),豪华装修,有,22.834139,108.40633999999999,1
859,斯壮花园,3室 2厅 2卫,9071 元/m²,105.8平方米,2007年,东,高层(共16层),精装修,有,22.83233,108.367073,14
860,耀凯凤岭1号,4室 2厅 2卫,18537 元/m²,121.4平方米,2009年,南,低层(共15层),豪华装修,有,22.811902,108.403828,5
861,中房翡翠园(一期),3室 2厅 1卫,14623 元/m²,106平方米,2006年,南,中层(共11层),简单装修,有,22.813028,108.419053,4
862,绿海云天,3室 2厅 2卫,17051 元/m²,120.2平方米,2008年,南,中层(共11层),精装修,有,22.805969,108.399576,3
863,荣和山水美地4组团微笑湾,4室 2厅 2卫,16417 元/m²,127.3平方米,2015年,南北,中层(共30层),精装修,有,22.823299,108.411173,5
864,东盟世纪村,3室 2厅 2卫,11435 元/m²,127.7平方米,2008年,南北,中层(共18层),精装修,有,22.784662,108.358369,0
865,汇金苑,3室 2厅 1卫,13350 元/m²,86.1平方米,2010年,南,高层(共31层),精装修,有,22.8169,108.369755,13
866,凤岭名筑(别墅),5室 2厅 3卫,15000 元/m²,400平方米,2018年,南,低层(共6层),精装修,无,22.839249,108.40784599999999,1
867,阳光100城市广场,2室 2厅 1卫,14963 元/m²,80.2平方米,2009年,南,高层(共12层),简单装修,有,22.819888,108.346778,2
868,外滩新城,2室 2厅 1卫,14168 元/m²,116.5平方米,2004年,南北,高层(共28层),豪华装修,有,22.814545000000003,108.330882,5
869,保利凤翔花园,3室 2厅 2卫,15455 元/m²,110平方米,2010年,东南,低层(共11层),精装修,有,22.827784,108.389218,11
870,龙胤凤凰城,4室 2厅 2卫,11429 元/m²,147平方米,2012年,东南,高层(共32层),毛坯,有,22.805381,108.465103,0
871,文化大院,3室 1厅 1卫,18333 元/m²,90平方米,1998年,南,高层(共6层),简单装修,无,22.829226000000002,108.34328700000002,5
872,塞纳维拉花园,3室 2厅 2卫,11883 元/m²,143平方米,2012年,南北,高层(共7层),毛坯,有,22.8241,108.415594,3
873,观澜溪谷,3室 2厅 2卫,8202 元/m²,89平方米,2014年,南北,中层(共30层),精装修,有,22.816399,108.487697,0
874,万科城(北区),3室 2厅 2卫,14051 元/m²,96.8平方米,2019年,南北,中层(共32层),精装修,有,22.851182,108.389131,0
875,荣和大地一组团花园里,3室 2厅 2卫,18909 元/m²,88.3平方米,2010年,南北,高层(共11层),精装修,有,22.832589000000002,108.40888000000001,3
876,凤岭山语城,2室 2厅 1卫,18241 元/m²,86.6平方米,2012年,南,低层(共32层),精装修,有,22.826704,108.420771,3
877,保利领秀前城,4室 2厅 2卫,14414 元/m²,111平方米,2018年,南,高层(共32层),精装修,有,22.800504,108.429898,0
878,盛天华府,3室 2厅 1卫,22316 元/m²,89.6平方米,2009年,南,中层(共26层),精装修,有,22.816032,108.40719299999999,5
879,荣和悦澜山,4室 2厅 2卫,14294 元/m²,125.9平方米,2016年,南,低层(共33层),精装修,有,22.849897,108.38661599999999,0
880,保利领秀前城,4室 2厅 2卫,15278 元/m²,108平方米,2017年,南,高层(共32层),毛坯,有,22.800504,108.429898,0
881,绿地中央广场,3室 2厅 2卫,18740 元/m²,122.7平方米,2014年,南,高层(共32层),毛坯,有,22.83756,108.37951699999999,12
882,半岛康城,4室 2厅 2卫,11329 元/m²,143平方米,2010年,南北,中层(共18层),精装修,有,22.784166,108.35645900000002,0
883,万科城(北区),4室 2厅 2卫,14751 元/m²,126.1平方米,2017年,南,中层(共34层),精装修,有,22.851182,108.389131,0
884,广西水利电业集团宿舍,4室 2厅 2卫,13030 元/m²,165平方米,2008年,南北,中层(共18层),精装修,有,22.83184,108.38596299999999,11
885,恒龙花园,2室 2厅 1卫,12145 元/m²,94.7平方米,2003年,南,低层(共7层),精装修,无,22.832808,108.365679,14
886,塞纳维拉花园,4室 2厅 2卫,12146 元/m²,164.7平方米,2010年,东南,高层(共18层),精装修,有,22.8241,108.415594,3
887,公路局住宅小区,3室 2厅 2卫,23995 元/m²,116.7平方米,2000年,北,中层(共17层),精装修,有,22.827897,108.375046,14
888,长湖景苑,3室 2厅 2卫,13647 元/m²,146.6平方米,2013年,南,低层(共32层),精装修,有,22.834907,108.36988799999999,13
889,吉祥凤景湾,2室 2厅 1卫,12797 元/m²,38.3平方米,2017年,南北,中层(共25层),毛坯,有,22.834309,108.4194,4
890,万科城(北区),4室 2厅 2卫,12303 元/m²,126平方米,2019年,南,中层(共34层),精装修,有,22.851182,108.389131,0
891,左岸青园,3室 2厅 2卫,12454 元/m²,122.9平方米,2005年,南,中层(共12层),简单装修,有,22.807253,108.37447,12
892,保利21世家,3室 2厅 2卫,17717 元/m²,86.4平方米,2012年,南,中层(共33层),精装修,有,22.810725,108.40108000000001,5
893,龙光君御华府,3室 2厅 1卫,20225 元/m²,89平方米,2015年,东南,高层(共29层),精装修,有,22.827772,108.386974,12
894,东顾城,1室 1厅 1卫,3846 元/m²,39平方米,2018年,南北,中层(共32层),毛坯,有,22.803520000000002,108.52713,0
895,万科城(南区),3室 2厅 2卫,13394 元/m²,89.6平方米,2016年,南,中层(共33层),精装修,有,22.846691,108.387662,0
896,美泉1612,2室 2厅 1卫,16954 元/m²,34.2平方米,2016年,南北,中层(共33层),精装修,有,22.832010999999998,108.42238799999998,4
897,天昌东盟中央城(A区),3室 2厅 2卫,21918 元/m²,89平方米,2014年,南北,中层(共30层),简单装修,有,22.810954000000002,108.40583799999999,4
898,华星时代广场,1室 0厅 1卫,16074 元/m²,46.7平方米,2003年,东,低层(共28层),简单装修,有,22.813479,108.33563999999998,4
899,锦悦青山,4室 2厅 2卫,13094 元/m²,117平方米,2017年,南北,中层(共31层),精装修,有,22.808349,108.36039099999999,3
900,龙胤凤凰城,2室 2厅 1卫,9494 元/m²,79平方米,2010年,北,中层(共11层),精装修,有,22.805381,108.465103,0
901,盛天华府,3室 2厅 1卫,22346 元/m²,73.8平方米,2013年,南,低层(共28层),豪华装修,有,22.816032,108.40719299999999,5
902,万科城(南区),3室 2厅 2卫,13394 元/m²,89.6平方米,2016年,南,中层(共33层),精装修,有,22.846691,108.387662,0
903,美泉1612,2室 2厅 1卫,16954 元/m²,34.2平方米,2016年,南北,中层(共33层),精装修,有,22.832010999999998,108.42238799999998,4
904,天昌东盟中央城(A区),3室 2厅 2卫,21918 元/m²,89平方米,2014年,南北,中层(共30层),简单装修,有,22.810954000000002,108.40583799999999,4
905,华星时代广场,1室 0厅 1卫,16074 元/m²,46.7平方米,2003年,东,低层(共28层),简单装修,有,22.813479,108.33563999999998,4
906,锦悦青山,4室 2厅 2卫,13094 元/m²,117平方米,2017年,南北,中层(共31层),精装修,有,22.808349,108.36039099999999,3
907,天赐良园,4室 2厅 2卫,15385 元/m²,117平方米,2012年,南北,高层(共17层),精装修,有,22.830636,108.387095,10
908,长岛溪山,3室 2厅 2卫,7416 元/m²,89平方米,2017年,南,中层(共30层),精装修,有,22.815201000000002,108.471218,0
909,民发大观天下,2室 1厅 1卫,12592 元/m²,92.1平方米,2012年,南北,中层(共12层),精装修,有,22.783749,108.350255,0
910,半岛东岸,2室 2厅 1卫,12045 元/m²,87.2平方米,2010年,南,高层(共18层),简单装修,有,22.784233,108.346322,0
911,东盟中央城(B区),3室 2厅 2卫,23042 元/m²,85.9平方米,2013年,南,高层(共22层),豪华装修,有,22.80998,108.405201,5
912,红星小区,3室 2厅 2卫,11957 元/m²,92平方米,2014年,南北,低层(共15层),精装修,有,22.827205,108.43393,2
913,金龙理想1号,4室 2厅 2卫,12014 元/m²,144平方米,2014年,南北,低层(共16层),精装修,有,22.822691,108.42308600000001,3
914,凤岭名筑,3室 2厅 2卫,12791 元/m²,129平方米,2014年,南北,低层(共35层),毛坯,有,22.838341,108.40736100000001,1
915,云星钱隆天下(南区),3室 2厅 1卫,13504 元/m²,103.7平方米,2014年,南北,中层(共17层),精装修,有,22.803805,108.371219,3
916,方园二区,3室 2厅 1卫,11429 元/m²,105平方米,2003年,北,低层(共11层),精装修,有,22.837255,108.36362700000001,11
917,仙葫警官学校教职工宿舍,3室 2厅 2卫,8000 元/m²,125平方米,2008年,南,低层(共20层),精装修,有,22.808355,108.449753,0
918,蓝山上城,2室 2厅 1卫,16391 元/m²,78.1平方米,2012年,东南,中层(共16层),精装修,有,22.825645,108.39133600000001,11
919,蓝山上城,1室 1厅 1卫,16827 元/m²,48.7平方米,2012年,南,中层(共19层),精装修,有,22.825645,108.39133600000001,11
920,华发国宾壹号,3室 2厅 2卫,16479 元/m²,142平方米,2014年,南北,中层(共32层),精装修,有,22.779951999999998,108.357897,0
921,蓝山上城,3室 2厅 1卫,13536 元/m²,88.7平方米,2016年,南北,高层(共15层),精装修,有,22.825645,108.39133600000001,11
922,中国铁建云景山语城,5室 2厅 3卫,17265 元/m²,166.8平方米,2016年,南北,中层(共9层),豪华装修,有,22.831745,108.414956,4
923,万科城(南区),4室 2厅 2卫,12540 元/m²,142平方米,2016年,南北,低层(共33层),精装修,有,22.846691,108.387662,0
924,荣和山水美地6组团温馨湾,2室 2厅 1卫,15802 元/m²,81平方米,2006年,南北,中层(共6层),精装修,无,22.825021,108.41068100000001,4
925,保利21世家,3室 2厅 2卫,19016 元/m²,84.1平方米,2015年,南,中层(共32层),精装修,有,22.810725,108.40108000000001,5
926,荣和千千树,3室 2厅 2卫,15247 元/m²,87.2平方米,2017年,南,中层(共32层),精装修,有,22.838343,108.40248799999999,0
927,华发国宾壹号,3室 2厅 2卫,16337 元/m²,101平方米,2017年,东南,中层(共30层),精装修,有,22.779951999999998,108.357897,0
928,锦悦青山,4室 2厅 2卫,13889 元/m²,90平方米,2017年,东南,中层(共30层),精装修,有,22.808349,108.36039099999999,3
929,保利领秀前城,5室 2厅 2卫,11888 元/m²,143平方米,2018年,南北,中层(共32层),精装修,有,22.800504,108.429898,0
930,美泉1612,4室 2厅 2卫,16091 元/m²,96.3平方米,2017年,南,中层(共33层),精装修,有,22.832010999999998,108.42238799999998,4
931,半岛融园,4室 2厅 2卫,10243 元/m²,143.5平方米,2009年,南北,高层(共10层),精装修,满五年,22.782232,108.346856,0
932,保利领秀前城,4室 2厅 1卫,11982 元/m²,111平方米,2019年,南,低层(共32层),精装修,有,22.800504,108.429898,0
933,竹溪新兴苑北区,2室 2厅 1卫,10286 元/m²,70平方米,2010年,南,低层(共7层),精装修,无,22.798392,108.363845,1
934,南湖翠苑,1室 0厅 1卫,12998 元/m²,46.2平方米,2003年,南,中层(共12层),精装修,有,22.826658,108.36671399999999,14
935,三元苑,3室 2厅 1卫,11211 元/m²,118.6平方米,1999年,南,中层(共8层),精装修,无,22.830792000000002,108.362626,14
936,绿地中央广场,3室 2厅 2卫,17503 元/m²,107.4平方米,2017年,南北,中层(共30层),精装修,有,22.83756,108.37951699999999,12
937,莱茵湖畔,4室 2厅 2卫,15395 元/m²,113.7平方米,2013年,东,高层(共11层),精装修,有,22.815013,108.42233600000002,3
938,保利领秀前城,3室 2厅 2卫,12222 元/m²,90平方米,2012年,东南,中层(共33层),精装修,有,22.800504,108.429898,0
939,凤岭名园,1室 1厅 1卫,15586 元/m²,40.4平方米,2015年,南,低层(共31层),精装修,有,22.832666,108.42608500000001,4
940,荣和千千树,3室 2厅 1卫,16527 元/m²,78.7平方米,2015年,南,低层(共45层),毛坯,有,22.838343,108.40248799999999,0
941,汇东郦城,4室 2厅 2卫,13086 元/m²,131.4平方米,2017年,南北,低层(共30层),精装修,有,22.815324,108.424916,3
942,莱茵湖畔,4室 2厅 2卫,13399 元/m²,223.9平方米,2013年,南,高层(共11层),毛坯,有,22.815013,108.42233600000002,3
943,湖江公寓,3室 2厅 2卫,15897 元/m²,117平方米,2010年,东,高层(共30层),精装修,有,22.803278,108.339054,2
944,中房琅东小区,3室 2厅 2卫,15217 元/m²,115平方米,2000年,南北,低层(共7层),毛坯,无,22.824791,108.38492600000001,12
945,竹苑二区,3室 2厅 1卫,15000 元/m²,84平方米,1999年,南北,中层(共7层),精装修,无,22.825974,108.357165,11
946,香港花园,3室 2厅 2卫,10952 元/m²,126平方米,2000年,南,中层(共8层),简单装修,无,22.813398,108.375529,13
947,融创九熙府二期,4室 2厅 2卫,10662 元/m²,136平方米,2018年,南北,中层(共32层),精装修,有,22.870734,108.40850400000001,0
948,汇东郦城,3室 2厅 2卫,14245 元/m²,91.3平方米,2013年,南,低层(共30层),精装修,有,22.815324,108.424916,3
949,东方曼哈顿,2室 2厅 1卫,14423 元/m²,52平方米,2011年,南,低层(共25层),精装修,有,22.82125,108.378103,11
950,外滩新城,1室 1厅 1卫,14722 元/m²,64.5平方米,2006年,东,低层(共28层),精装修,有,22.814545000000003,108.330882,5
951,外滩新城,2室 2厅 1卫,12088 元/m²,82.7平方米,2009年,东南,高层(共32层),精装修,有,22.814545000000003,108.330882,5
952,霖峰一号,3室 2厅 2卫,15189 元/m²,88.2平方米,2017年,东南,中层(共32层),精装修,有,22.836603,108.40915,2
953,唐樾青山,4室 2厅 2卫,11942 元/m²,113.1平方米,2018年,东南,中层(共32层),精装修,有,22.805765,108.43096899999999,1
954,保利领秀前城,4室 2厅 2卫,13000 元/m²,100平方米,2018年,南北,中层(共32层),精装修,有,22.800504,108.429898,0
955,高铁时代广场,1室 1厅 1卫,11053 元/m²,75平方米,2017年,南北,中层(共33层),毛坯,有,22.845401000000003,108.425284,1
956,华发国宾壹号,4室 2厅 3卫,15025 元/m²,201平方米,2015年,南北,中层(共6层),毛坯,有,22.779951999999998,108.357897,0
957,左岸青园,3室 2厅 2卫,12210 元/m²,122.9平方米,2008年,西北,高层(共11层),精装修,有,22.807253,108.37447,12
958,锦悦青山,4室 2厅 2卫,10427 元/m²,117平方米,2018年,南北,中层(共32层),精装修,有,22.808349,108.36039099999999,3
959,半岛东岸,2室 2厅 1卫,12041 元/m²,87.2平方米,2009年,南,高层(共18层),精装修,有,22.784233,108.346322,0
